ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,Grouped_Housing_Type,NAME_HOUSING_TYPE_GROUPED
5118216,1,F,0,0,2,112500,State servant,Secondary / secondary special,Married,-10150,-1162,1,1,0,Core staff,4,28,3,House / apartment,First Feature
5118217,1,F,0,0,2,112500,State servant,Secondary / secondary special,Married,-10150,-1162,1,1,0,Core staff,4,28,3,House / apartment,First Feature
5118218,1,F,0,0,2,112500,State servant,Secondary / secondary special,Married,-10150,-1162,1,1,0,Core staff,4,28,3,House / apartment,First Feature
5118219,1,M,1,0,0,270000,Working,Secondary / secondary special,Civil marriage,-15292,-645,1,1,0,Drivers,2,42,2,House / apartment,First Feature
5118220,1,M,1,0,0,270000,Working,Secondary / secondary special,Civil marriage,-15292,-645,1,1,0,Drivers,2,42,2,House / apartment,First Feature
5118221,1,M,1,0,0,270000,Working,Secondary / secondary special,Civil marriage,-15292,-645,1,1,0,Drivers,2,42,2,House / apartment,First Feature
5118222,1,M,1,0,0,270000,Working,Secondary / secondary special,Civil marriage,-15292,-645,1,1,0,Drivers,2,42,2,House / apartment,First Feature
5118223,1,M,1,0,0,225000,Working,Secondary / secondary special,Civil marriage,-20858,-3110,0,0,0,Laborers,2,57,8.5,Other,Other
5118225,1,M,1,0,0,225000,Working,Secondary / secondary special,Civil marriage,-20858,-3110,0,0,0,Laborers,2,57,8.5,Other,Other
5118226,1,M,1,0,0,225000,Working,Secondary / secondary special,Civil marriage,-20858,-3110,0,0,0,Laborers,2,57,8.5,Other,Other
5118227,1,M,1,0,0,225000,Working,Secondary / secondary special,Civil marriage,-20858,-3110,0,0,0,Laborers,2,57,8.5,Other,Other
5118230,1,M,1,0,0,166500,Commercial associate,Higher education,Married,-19695,-339,1,0,0,Laborers,2,54,1,House / apartment,First Feature
5118231,1,M,1,0,0,166500,Commercial associate,Higher education,Married,-19695,-339,1,0,0,Laborers,2,54,1,House / apartment,First Feature
5118238,1,M,1,0,0,202500,Working,Secondary / secondary special,Married,-19318,-918,1,1,0,Laborers,2,53,2.5,House / apartment,First Feature
5118239,1,M,1,0,0,202500,Working,Secondary / secondary special,Married,-19318,-918,1,1,0,Laborers,2,53,2.5,House / apartment,First Feature
5118241,1,M,0,0,0,157500,Working,Secondary / secondary special,Married,-13739,-2896,0,0,0,Security staff,2,38,8,House / apartment,First Feature
5118242,1,M,0,0,0,157500,Working,Secondary / secondary special,Married,-13739,-2896,0,0,0,Security staff,2,38,8,House / apartment,First Feature
5118243,1,M,0,0,0,157500,Working,Secondary / secondary special,Married,-13739,-2896,0,0,0,Security staff,2,38,8,House / apartment,First Feature
5118246,1,M,0,0,0,157500,Working,Secondary / secondary special,Married,-13739,-2896,0,0,0,Security staff,2,38,8,House / apartment,First Feature
5118247,1,M,0,0,0,157500,Working,Secondary / secondary special,Married,-13739,-2896,0,0,0,Security staff,2,38,8,House / apartment,First Feature
5118248,1,M,0,0,0,157500,Working,Secondary / secondary special,Married,-13739,-2896,0,0,0,Security staff,2,38,8,House / apartment,First Feature
5118249,1,M,1,0,0,202500,Working,Secondary / secondary special,Married,-19318,-918,1,1,0,Laborers,2,53,2.5,House / apartment,First Feature
5118252,1,M,1,0,1,202500,Working,Secondary / secondary special,Married,-14116,-6032,1,1,0,Laborers,3,39,16.5,House / apartment,First Feature
5118253,1,M,1,0,1,202500,Working,Secondary / secondary special,Married,-14116,-6032,1,1,0,Laborers,3,39,16.5,House / apartment,First Feature
5118254,1,M,1,0,1,202500,Working,Secondary / secondary special,Married,-14116,-6032,1,1,0,Laborers,3,39,16.5,House / apartment,First Feature
5118255,1,M,1,0,1,202500,Working,Secondary / secondary special,Married,-14116,-6032,1,1,0,Laborers,3,39,16.5,House / apartment,First Feature
5118256,1,M,1,0,1,202500,Working,Secondary / secondary special,Married,-14116,-6032,1,1,0,Laborers,3,39,16.5,House / apartment,First Feature
5118257,1,M,0,0,0,450000,Commercial associate,Incomplete higher,Married,-14465,-4145,1,1,0,Managers,2,40,11.5,House / apartment,First Feature
5118258,1,M,0,0,0,450000,Commercial associate,Incomplete higher,Married,-14465,-4145,1,1,0,Managers,2,40,11.5,House / apartment,First Feature
5118259,1,M,0,0,0,450000,Commercial associate,Incomplete higher,Married,-14465,-4145,1,1,0,Managers,2,40,11.5,House / apartment,First Feature
5118260,1,M,0,0,0,450000,Commercial associate,Incomplete higher,Married,-14465,-4145,1,1,0,Managers,2,40,11.5,House / apartment,First Feature
5118261,1,M,0,0,0,450000,Commercial associate,Incomplete higher,Married,-14465,-4145,1,1,0,Managers,2,40,11.5,House / apartment,First Feature
5118262,1,M,0,0,0,450000,Commercial associate,Incomplete higher,Married,-14465,-4145,1,1,0,Managers,2,40,11.5,House / apartment,First Feature
5118264,1,M,1,0,1,360000,State servant,Secondary / secondary special,Married,-11294,-3536,0,1,0,Drivers,3,31,9.5,House / apartment,First Feature
5118267,1,M,1,0,1,360000,State servant,Secondary / secondary special,Married,-11294,-3536,0,1,0,Drivers,3,31,9.5,House / apartment,First Feature
5118268,1,M,1,0,1,360000,State servant,Secondary / secondary special,Married,-11294,-3536,0,1,0,Drivers,3,31,9.5,House / apartment,First Feature
5118269,1,M,1,0,1,360000,State servant,Secondary / secondary special,Married,-11294,-3536,0,1,0,Drivers,3,31,9.5,House / apartment,First Feature
5118270,1,F,0,0,0,99000,Working,Secondary / secondary special,Married,-19566,-5453,1,0,0,Medicine staff,2,54,15,Other,Other
5118271,1,F,0,0,0,99000,Working,Secondary / secondary special,Married,-19566,-5453,1,0,0,Medicine staff,2,54,15,Other,Other
5118273,1,M,1,0,1,337500,Commercial associate,Secondary / secondary special,Married,-14474,-1010,1,0,0,Managers,3,40,3,House / apartment,First Feature
5118286,1,F,0,0,0,360000,Working,Higher education,Married,-17095,-6275,0,1,0,Core staff,2,47,17,House / apartment,First Feature
5118287,1,F,0,0,0,360000,Working,Higher education,Married,-17095,-6275,0,1,0,Core staff,2,47,17,House / apartment,First Feature
5118288,1,F,0,0,0,360000,Working,Higher education,Married,-17095,-6275,0,1,0,Core staff,2,47,17,House / apartment,First Feature
5118289,1,F,0,0,0,360000,Working,Higher education,Married,-17095,-6275,0,1,0,Core staff,2,47,17,House / apartment,First Feature
5118291,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118292,1,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118293,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118294,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118295,1,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118296,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118297,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118298,1,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118299,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118300,1,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118301,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118302,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118303,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118304,1,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other,Other
5118305,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-18198,-2106,0,1,0,Sales staff,2,50,6,House / apartment,First Feature
5118306,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-18198,-2106,0,1,0,Sales staff,2,50,6,House / apartment,First Feature
5118307,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Single / not married,-13418,-1404,1,1,0,Drivers,1,37,4,House / apartment,First Feature
5118308,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Single / not married,-13418,-1404,1,1,0,Drivers,1,37,4,House / apartment,First Feature
5118309,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Single / not married,-13418,-1404,1,1,0,Drivers,1,37,4,House / apartment,First Feature
5118310,1,M,1,0,0,148500,Working,Secondary / secondary special,Married,-18905,-10627,0,1,0,Laborers,2,52,29,House / apartment,First Feature
5118311,1,M,1,0,0,148500,Working,Secondary / secondary special,Married,-18905,-10627,0,1,0,Laborers,2,52,29,House / apartment,First Feature
5118312,0,F,1,0,1,112500,Working,Secondary / secondary special,Married,-9878,-614,1,0,0,Sales staff,3,27,1.5,House / apartment,First Feature
5118313,0,F,1,0,1,112500,Working,Secondary / secondary special,Married,-9878,-614,1,0,0,Sales staff,3,27,1.5,House / apartment,First Feature
5118316,1,F,1,0,1,112500,Working,Secondary / secondary special,Married,-9878,-614,1,0,0,Sales staff,3,27,1.5,House / apartment,First Feature
5118325,1,F,0,0,1,180000,Working,Secondary / secondary special,Married,-9762,-1223,1,0,0,Laborers,3,27,3.5,Other,Other
5118326,1,F,0,0,1,180000,Working,Secondary / secondary special,Married,-9762,-1223,1,0,0,Laborers,3,27,3.5,Other,Other
5118327,1,F,0,0,1,180000,Working,Secondary / secondary special,Married,-9762,-1223,1,0,0,Laborers,3,27,3.5,Other,Other
5118328,1,F,0,0,1,180000,Working,Secondary / secondary special,Married,-9762,-1223,1,0,0,Laborers,3,27,3.5,Other,Other
5118329,1,F,0,0,1,180000,Working,Secondary / secondary special,Married,-9762,-1223,1,0,0,Laborers,3,27,3.5,Other,Other
5118330,0,F,0,0,7,157500,Working,Secondary / secondary special,Married,-13827,-1649,1,1,0,Cleaning staff,9,38,4.5,House / apartment,First Feature
5118331,0,F,0,0,7,157500,Working,Secondary / secondary special,Married,-13827,-1649,1,1,0,Cleaning staff,9,38,4.5,House / apartment,First Feature
5118332,1,M,0,0,2,202500,Commercial associate,Secondary / secondary special,Married,-14295,-1435,1,0,0,Security staff,4,39,4,House / apartment,First Feature
5118349,1,F,0,0,2,90000,Working,Incomplete higher,Separated,-14407,-1619,1,0,0,Sales staff,3,39,4.5,House / apartment,First Feature
5118352,1,M,1,0,1,157500,Working,Secondary / secondary special,Separated,-11332,-673,1,0,0,Laborers,2,31,2,House / apartment,First Feature
5118353,1,M,1,0,1,157500,Working,Secondary / secondary special,Separated,-11332,-673,1,0,0,Laborers,2,31,2,House / apartment,First Feature
5118354,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118355,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118356,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118357,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118358,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118359,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118360,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118361,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118362,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118363,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118364,1,F,0,0,0,135000,Working,Higher education,Married,-10675,-1284,1,0,0,Core staff,2,29,3.5,House / apartment,First Feature
5118365,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118366,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118367,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118368,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118369,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118370,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118371,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment,First Feature
5118380,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118382,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118383,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118384,1,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118385,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118386,1,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118387,1,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118389,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118390,0,M,1,0,0,270000,Commercial associate,Secondary / secondary special,Married,-20776,-2745,1,1,0,Managers,2,57,7.5,House / apartment,First Feature
5118391,1,M,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,-11440,-4663,0,0,0,High skill tech staff,2,31,13,House / apartment,First Feature
5118392,1,M,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,-11440,-4663,0,0,0,High skill tech staff,2,31,13,House / apartment,First Feature
5118393,1,M,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,-11440,-4663,0,0,0,High skill tech staff,2,31,13,House / apartment,First Feature
5118394,1,M,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,-11440,-4663,0,0,0,High skill tech staff,2,31,13,House / apartment,First Feature
5118395,1,M,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,-11440,-4663,0,0,0,High skill tech staff,2,31,13,House / apartment,First Feature
5118396,1,M,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,-11440,-4663,0,0,0,High skill tech staff,2,31,13,House / apartment,First Feature
5118397,1,M,0,0,0,135000,Working,Secondary / secondary special,Married,-17154,-1649,0,0,0,Drivers,2,47,4.5,House / apartment,First Feature
5118398,1,M,0,0,0,292500,State servant,Secondary / secondary special,Married,-11365,-2745,1,1,0,Core staff,2,31,7.5,House / apartment,First Feature
5118399,1,M,0,0,0,292500,State servant,Secondary / secondary special,Married,-11365,-2745,1,1,0,Core staff,2,31,7.5,House / apartment,First Feature
5118400,1,M,0,0,0,292500,State servant,Secondary / secondary special,Married,-11365,-2745,1,1,0,Core staff,2,31,7.5,House / apartment,First Feature
5118401,1,M,0,0,0,292500,State servant,Secondary / secondary special,Married,-11365,-2745,1,1,0,Core staff,2,31,7.5,House / apartment,First Feature
5118403,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-12312,-1404,1,1,0,Sales staff,2,34,4,House / apartment,First Feature
5118405,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-12312,-1404,1,1,0,Sales staff,2,34,4,House / apartment,First Feature
5118406,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-12312,-1404,1,1,0,Sales staff,2,34,4,House / apartment,First Feature
5118407,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-12312,-1404,1,1,0,Sales staff,2,34,4,House / apartment,First Feature
5118408,1,M,1,1,0,180000,Working,Secondary / secondary special,Married,-20014,-249,1,1,0,Security staff,2,55,0.5,House / apartment,First Feature
5118409,1,M,1,1,0,180000,Working,Secondary / secondary special,Married,-20014,-249,1,1,0,Security staff,2,55,0.5,House / apartment,First Feature
5118411,1,M,1,1,0,180000,Working,Secondary / secondary special,Married,-20014,-249,1,1,0,Security staff,2,55,0.5,House / apartment,First Feature
5118412,1,F,0,1,1,112500,Working,Secondary / secondary special,Married,-12207,-3018,0,0,0,Laborers,3,33,8.5,House / apartment,First Feature
5118413,1,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118414,1,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118415,1,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118416,1,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118417,1,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118418,0,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118419,0,F,0,0,2,225000,State servant,Secondary / secondary special,Married,-12079,-1984,0,0,0,Core staff,4,33,5.5,House / apartment,First Feature
5118420,0,M,1,0,0,90000,Commercial associate,Secondary / secondary special,Single / not married,-10853,-249,0,1,0,Laborers,1,30,0.5,House / apartment,First Feature
5118423,1,F,0,0,0,157500,Working,Secondary / secondary special,Married,-18447,-4632,1,1,0,Cooking staff,2,51,12.5,House / apartment,First Feature
5118424,1,F,0,0,0,157500,Working,Secondary / secondary special,Married,-18447,-4632,1,1,0,Cooking staff,2,51,12.5,House / apartment,First Feature
5118426,1,F,0,0,0,157500,Working,Secondary / secondary special,Married,-18447,-4632,1,1,0,Cooking staff,2,51,12.5,House / apartment,First Feature
5118427,1,F,0,0,0,157500,Working,Secondary / secondary special,Married,-18447,-4632,1,1,0,Cooking staff,2,51,12.5,House / apartment,First Feature
5118428,1,M,0,0,0,292500,Working,Secondary / secondary special,Married,-15670,-1010,1,0,0,High skill tech staff,2,43,3,House / apartment,First Feature
5118430,1,M,0,0,0,292500,Working,Secondary / secondary special,Married,-15670,-1010,1,0,0,High skill tech staff,2,43,3,House / apartment,First Feature
5118437,1,M,1,0,1,90000,Working,Secondary / secondary special,Married,-12829,-765,1,1,0,Core staff,3,35,2,Other,Other
5118438,1,M,1,0,1,90000,Working,Secondary / secondary special,Married,-12829,-765,1,1,0,Core staff,3,35,2,Other,Other
5118439,1,M,1,0,1,90000,Working,Secondary / secondary special,Married,-12829,-765,1,1,0,Core staff,3,35,2,Other,Other
5118441,0,F,1,0,1,108000,Commercial associate,Higher education,Married,-16138,-431,1,0,0,Sales staff,3,44,1,House / apartment,First Feature
5118442,0,F,1,0,1,108000,Commercial associate,Higher education,Single / not married,-16138,-431,1,0,0,Sales staff,3,44,1,House / apartment,First Feature
5118443,0,F,1,0,1,108000,Commercial associate,Higher education,Married,-16138,-431,1,0,0,Sales staff,3,44,1,House / apartment,First Feature
5118447,1,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118448,0,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118449,0,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118450,1,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118451,0,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118452,0,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118453,1,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118454,0,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118455,1,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118456,1,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118457,1,F,0,0,1,76500,Working,Secondary / secondary special,Married,-10080,-735,1,0,0,Sales staff,3,28,2,House / apartment,First Feature
5118458,1,F,1,1,1,112500,Commercial associate,Secondary / secondary special,Married,-12627,-1404,1,0,0,Sales staff,3,35,4,House / apartment,First Feature
5118460,1,F,1,1,1,112500,Commercial associate,Secondary / secondary special,Married,-12627,-1404,1,0,0,Sales staff,3,35,4,House / apartment,First Feature
5118461,1,F,1,0,1,135000,State servant,Secondary / secondary special,Civil marriage,-9979,-2106,1,0,0,Core staff,3,27,6,House / apartment,First Feature
5118463,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118464,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118467,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118468,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118469,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118470,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118471,1,M,1,0,2,270000,Working,Secondary / secondary special,Married,-18147,-1101,1,0,0,Managers,4,50,3,House / apartment,First Feature
5118472,0,M,0,0,0,180000,Working,Secondary / secondary special,Married,-9978,-1649,0,1,0,Drivers,2,27,4.5,House / apartment,First Feature
5118473,0,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118475,1,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118476,0,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118477,0,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118478,0,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118479,0,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118480,1,F,0,1,0,180000,Working,Secondary / secondary special,Married,-17386,-888,0,0,0,Laborers,2,48,2.5,House / apartment,First Feature
5118490,1,F,0,1,0,135000,Working,Secondary / secondary special,Civil marriage,-14814,-492,0,0,0,Laborers,2,41,1.5,House / apartment,First Feature
5118491,0,F,0,1,0,135000,Working,Secondary / secondary special,Civil marriage,-14814,-492,0,0,0,Laborers,2,41,1.5,House / apartment,First Feature
5118492,1,F,0,1,0,135000,Working,Secondary / secondary special,Civil marriage,-14814,-492,0,0,0,Laborers,2,41,1.5,House / apartment,First Feature
5118493,1,F,0,1,0,135000,Working,Secondary / secondary special,Civil marriage,-14814,-492,0,0,0,Laborers,2,41,1.5,House / apartment,First Feature
5118494,1,M,1,1,1,337500,Working,Higher education,Married,-11494,-1861,1,1,1,Managers,3,31,5,House / apartment,First Feature
5118495,1,M,1,1,1,337500,Working,Higher education,Married,-11494,-1861,1,1,1,Managers,3,31,5,House / apartment,First Feature
5118499,1,F,0,1,0,193500,Commercial associate,Secondary / secondary special,Civil marriage,-18787,-857,0,0,0,Cleaning staff,2,51,2.5,House / apartment,First Feature
5118500,1,F,0,1,0,193500,Commercial associate,Secondary / secondary special,Civil marriage,-18787,-857,0,0,0,Cleaning staff,2,51,2.5,House / apartment,First Feature
5118502,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118504,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118508,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118509,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118510,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118511,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118512,1,F,1,0,2,315000,Working,Higher education,Married,-13793,-2653,1,1,0,Managers,4,38,7.5,House / apartment,First Feature
5118517,1,M,1,0,0,337500,Working,Higher education,Married,-13434,-2471,1,0,0,Managers,2,37,7,House / apartment,First Feature
5118518,0,F,1,1,2,180000,Working,Higher education,Married,-12448,-461,0,1,0,Core staff,4,34,1.5,House / apartment,First Feature
5118529,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-12446,-645,0,0,0,Core staff,2,34,2,House / apartment,First Feature
5118531,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-12446,-645,0,0,0,Core staff,2,34,2,House / apartment,First Feature
5118532,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-12446,-645,0,0,0,Core staff,2,34,2,House / apartment,First Feature
5118533,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-12446,-645,0,0,0,Core staff,2,34,2,House / apartment,First Feature
5118534,1,F,1,1,0,225000,Commercial associate,Secondary / secondary special,Married,-22032,-826,0,0,0,Laborers,2,60,2.5,House / apartment,First Feature
5118535,1,F,0,1,1,81000,Working,Secondary / secondary special,Married,-15749,-6367,1,1,0,Cleaning staff,3,43,17.5,Other,Other
