CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,Grouped_Housing_Type,OCCUPATION_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,label
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,148500,-19826,-2888,0,0,1,1,54,8,0
F,Commercial associate,Academic degree,Married,House / apartment,Sales staff,1,1,0,270000,-12154,-858,0,0,0,2.696084179,33,2.196084179,0
F,Commercial associate,Higher education,Married,House / apartment,Managers,1,0,0,315000,-14005,-478,0,0,0,2.728861442,38,1.406707837,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,202500,-14891,-1281,0,1,0,2,40,3.5,0
M,Commercial associate,Academic degree,Married,House / apartment,Drivers,0,1,1,270000,-12443,-1169,0,1,0,3,34,3,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,0,54186.001,-15451,-334,0,0,0,1.970830236,42,0.985415118,0
F,Working,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,103500,-22466,-12870,1,1,0,2,62,35.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,135000,-15875,-2758,1,1,0,2,43,7.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,292500,-14049,-1362,0,1,0,2,38,3.881497376,0
F,Working,Higher education,Married,Other,High skill tech staff,0,1,1,157500,-10914,-507,0,0,0,3,30,1.5,0
F,State servant,Higher education,Married,House / apartment,High skill tech staff,0,1,0,202500,-11158,-640,0,1,0,2,31,2,0
F,Working,Secondary / secondary special,Married,Other,Sales staff,0,0,0,117000,-13494,-1281,0,0,0,2,37,3.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,90000,-9089,-735,0,0,0,3,25,2.003372492,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,225000,-19162,-5133,0,0,0,2,52,14.1796452,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0,1,1,157500,-11982,-1203,0,0,0,3.238992077,33,3.5,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,225000,-11794,-3859,0,0,0,2.628275934,32,10.81413797,0
M,Working,Higher education,Married,House / apartment,Managers,0,1,0,337500,-13263,-5269,0,0,0,2,36,14.5,0
M,Working,Higher education,Civil marriage,House / apartment,Laborers,0,0,2,225000,-16768,-3088,1,0,0,4,46,8.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,247500,-11253,-2564,1,0,0,2,30,7.040786784,0
M,Working,Incomplete higher,Married,Other,Drivers,1,0,0,157500,-9124,-960,1,0,0,2,25,2.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,97097.05164,-18365,-9163,0,0,0,2,50,25.03726448,0
F,Working,Incomplete higher,Married,Other,Core staff,0,0,2,139500,-13166,-2988,1,1,0,4,36,8,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,0,0,270956.0291,-21195,-6651,0,0,0,1.212450914,58,18.21245091,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,176629.5062,-18478,-650,0,0,0,1.251001383,50,1.874499308,0
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,0,202500,-11309,-2713,1,0,0,2,31,7.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,180000,-10656,-926,1,1,0,3,29,2.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,270000,-17061,-462,0,0,0,2,47,1.5,0
F,Commercial associate,Higher education,Married,House / apartment,Laborers,0,1,0,250918.2049,-18234,-156,0,0,0,2,49,0.5,0
F,Working,Secondary / secondary special,Separated,House / apartment,Core staff,1,0,0,112500,-17641,-10454,1,1,0,1,48,28.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,225000,-17401,-9559,0,0,0,2,48,26,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,1,1,0,202500,-18722,-11411,0,0,0,2,51,31.17655212,0
M,State servant,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,1,1,0,247500,-11841,-1025,0,0,0,1.505957908,32,3.023831631,0
F,Working,Higher education,Married,House / apartment,Accountants,0,0,0,180000,-10768,-1290,0,0,0,2,29,3.5,0
M,Commercial associate,Higher education,Married,House / apartment,Managers,1,0,0,540000,-17535,-4281,0,0,0,2,47,11.70802528,0
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,0,0,900000,-19063,-7404,0,0,0,1,52,20.5,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,1,0,126000,-19430,-3184,1,0,0,2,53,8.711502026,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,157500,-17605,-1198,0,0,0,2,48,3.433385177,0
F,Commercial associate,Higher education,Married,House / apartment,Accountants,0,1,0,153000,-12298,-334,0,0,0,2.564957488,33,1,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Waiters/barmen staff,0,0,0,90000,-11617,-3044,0,0,0,2,32,8.524770415,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,382500,-11011,-3036,0,0,0,1.418377707,30,8.397845223,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,90000,-10277,-340,0,0,0,2.87322838,28,1.06338581,0
F,Working,Higher education,Married,House / apartment,Core staff,1,0,1,90000,-10715,-2107,0,0,0,3.160177669,29,5.580088835,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,81000,-16314,-5882,0,0,0,3,44,16.04127018,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,135000,-9236,-965,0,0,0,1.482447492,25,2.620611873,0
F,Working,Incomplete higher,Single / not married,Other,Laborers,0,0,0,109271.2323,-8228,-1396,0,0,0,1,22,3.782496066,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,1,0,0,135000,-14247,-1753,0,0,0,2,39,4.646949608,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,0,0,112500,-16215,-3567,0,0,0,2,44,10,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,0,0,157500,-11721,-3702,0,0,0,1.107086974,32,10,0
M,Commercial associate,Secondary / secondary special,Single / not married,Other,Managers,0,1,0,450000,-10363,-1282,0,0,0,1,28,3.5,0
M,Working,Lower secondary,Married,House / apartment,Laborers,0,0,0,180000,-11812,-2656,0,0,0,2.580552006,32,7.161104012,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0,0,0,180000,-10113,-181,0,0,0,1.219634497,28,0.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,0,117000,-17135,-5982,0,0,0,2,47,16.427482,0
M,Working,Secondary / secondary special,Married,House / apartment,Core staff,1,1,0,225000,-17158,-687,0,0,0,2.497539852,47,1.748769926,0
F,Commercial associate,Higher education,Married,House / apartment,Accountants,0,0,1,135000,-11343,-529,0,0,0,3,31,1.397659945,0
F,Working,Higher education,Separated,House / apartment,Core staff,1,1,0,135000,-13114,-1812,0,0,1,2,36,5,0
F,State servant,Secondary / secondary special,Single / not married,House / apartment,Security staff,0,0,0,112500,-18051,-6557,0,0,0,1.813864102,49,17.94159231,0
F,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,0,135000,-18199,-5190,0,0,0,2,50,14,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,225000,-10862,-3944,0,0,0,1.289939597,30,10.6449698,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,0,1,0,225000,-14763,-1933,0,0,0,1,40,5.396462095,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,202500,-13734,-1359,0,0,0,1.928841715,38,3.893262572,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,0,1,405000,-12675,-1328,0,0,0,3,35,3.5,0
M,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,216000,-21191,-3412,0,0,0,2,57,9.207254178,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,0,0,157500,-11903,-3639,1,0,0,1.493079562,32,10,0
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,1,1,0,90000,-18918,-1391,0,0,0,2,52,3.681175856,0
M,Working,Higher education,Married,House / apartment,Managers,0,1,0,337500,-12581,-5554,0,0,0,2.810878581,34,15.31087858,0
F,State servant,Higher education,Married,House / apartment,Managers,0,1,1,324000,-11654,-3445,0,0,0,3,31,9.238783324,0
M,Working,Higher education,Married,House / apartment,Drivers,1,1,0,202500,-17585,-3017,0,0,0,2,48,8.5,0
M,State servant,Secondary / secondary special,Married,Other,High skill tech staff,1,1,0,247500,-20015,-974,0,0,1,2,54,2.806381943,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,337500,-17196,-1067,0,0,0,2.228877184,47,3.029947329,0
M,State servant,Secondary / secondary special,Married,House / apartment,Core staff,1,0,2,135000,-14176,-6397,1,0,0,4,38,17.48197603,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,202500,-19906,-5982,0,0,0,2,55,16.5,0
M,Working,Higher education,Civil marriage,House / apartment,Laborers,0,0,2,225000,-16768,-3088,1,0,0,4,46,8.5,0
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,202500,-19687,-6094,0,0,0,2,54,16.73045272,0
F,State servant,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,360000,-19070,-10490,0,0,0,2,52,28.5,0
M,Working,Higher education,Married,House / apartment,Drivers,1,0,0,315000,-19441,-4064,0,0,0,2,53,11,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,0,0,112500,-9512,-1818,0,0,0,1,25,4.943643364,0
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,315000,-18213,-1151,1,0,0,2,50,3,0
F,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,0,0,0,180000,-14931,-7615,0,0,0,2.765546751,40,21.08613312,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,0,1,0,81000,-16939,-563,0,0,0,2,45,1.500029087,0
F,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,1,1,85500,-16525,-859,1,0,0,3,45,2.5,0
F,Working,Higher education,Married,House / apartment,Sales staff,1,0,1,112500,-11933,-1862,1,0,0,3.045020362,33,4.954979638,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0,0,0,270000,-11734,-2164,0,1,1,1,32,6,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,0,0,270000,-13412,-1403,0,0,0,1.053843674,36,4,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,90000,-20074,-221,0,0,0,2,55,0.5,0
F,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,0,0,0,135000,-13109,-1972,0,0,0,2,36,5.34790064,0
M,Working,Secondary / secondary special,Married,House / apartment,Core staff,1,0,0,135000,-9158,-735,0,0,0,2,25,2,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,0,0,270000,-18123,-5765,0,0,0,2,49,15.88479167,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,0,0,112500,-10535,-3818,1,1,0,2,29,10.49926309,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,0,1,0,180000,-17685,-752,0,0,0,2,48,2.094017191,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,1,0,0,135000,-10080,-219,0,0,0,2,28,0.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,1,225000,-12254,-2230,0,0,0,3.551413033,34,6.163559775,0
F,State servant,Secondary / secondary special,Married,House / apartment,Accountants,0,0,0,626918.5618,-15837,-3166,0,0,0,2,43,8.673905616,0
F,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,0,1,1,202500,-13881,-3108,0,0,0,3.225688981,38,8.61284449,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,0,0,202500,-14207,-625,0,0,0,2,39,1.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,292500,-13581,-1256,0,1,0,2,37,3.577370803,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,157500,-17938,-947,0,0,0,1.697069094,49,2.545603642,0
M,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,0,315000,-15967,-595,1,1,0,2,43,1.813237835,0
F,Commercial associate,Higher education,Married,House / apartment,Core staff,0,0,0,135000,-9047,-1131,0,0,0,1.574757334,24,3.074757334,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,135000,-9974,-1795,0,0,0,3.183220533,27,5,0
M,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,121500,-13461,-4823,1,1,0,2,36,13.41031619,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,135000,-12695,-306,0,0,0,2.629058992,34,0.870941008,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,180000,-11103,-1183,0,0,0,2.901940197,30,3.098059803,0
F,State servant,Secondary / secondary special,Single / not married,Other,Medicine staff,0,0,0,171000,-10078,-760,0,0,0,1.80669352,28,2.113387039,0
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,1,1,0,90000,-18949,-1011,0,0,0,2,52,2.530283194,0
F,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,0,135000,-18494,-2029,0,0,0,1.75424826,51,5.491503481,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,1,112500,-16727,-511,0,0,0,3,45,1.286390402,0
M,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,202500,-16400,-1043,0,0,0,1.409362166,45,2.885956751,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,202500,-12398,-2085,0,0,0,1.677971492,34,5.677971492,0
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,315000,-18213,-1151,1,0,0,2,50,3,0
F,State servant,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,360000,-19070,-10490,0,0,0,2,52,28.5,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,0,0,270000,-14856,-797,0,0,0,2,40,2.226697929,0
M,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,0,0,1,81000,-10753,-1354,0,0,0,3.167321304,29,3.832678696,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,390512.8427,-17672,-6762,0,0,0,2,48,18.57410616,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,0,2,450000,-14970,-7183,0,0,1,4,41,19.5,0
F,Commercial associate,Higher education,Married,Other,Accountants,1,0,0,225000,-11828,-165,0,0,0,2,32,0.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,0,0,112500,-20273,-1732,1,0,0,2,55,4.978788851,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,0,1,225000,-17080,-2149,0,0,0,2.265326138,46,5.765326138,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,1,135000,-13987,-1043,0,0,0,3,38,2.69922306,0
M,Working,Higher education,Married,House / apartment,Drivers,1,0,2,202500,-11721,-539,0,0,0,4,32,1.648279956,0
F,Working,Secondary / secondary special,Married,House / apartment,Security staff,1,0,1,225000,-15208,-4196,0,0,0,2.571151672,42,11.57115167,0
F,Commercial associate,Secondary / secondary special,Single / not married,Other,Laborers,0,1,0,297000,-15519,-3234,0,0,0,1,43,9,0
F,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,180000,-20748,-4018,0,0,0,2,56,11,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,1,180000,-15618,-2561,0,0,0,2.486145536,43,6.958436607,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,200290.0075,-18781,-10846,0,0,0,2,51,29.55334333,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,157500,-10065,-1601,0,0,0,3.26143846,27,4.315359615,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,0,1,202500,-12686,-2755,0,0,0,3,34,7.466462431,0
M,Working,Higher education,Married,House / apartment,Laborers,1,1,0,337500,-23711,-7494,0,0,0,2,65,20.5,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,1,1,0,112500,-13686,-1256,0,0,0,2,37,3.5,0
F,Working,Higher education,Civil marriage,House / apartment,Accountants,1,0,2,360000,-12730,-2213,0,0,0,4,35,6,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,180000,-17730,-3022,0,0,0,2,48,8.34570964,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,135000,-11136,-871,0,0,0,3,30,2.539502739,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,225000,-20221,-6209,0,0,0,1.694595427,55,16.931084,0
M,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,0,1,450000,-9847,-502,0,1,1,3,27,1.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,202500,-14364,-6352,0,0,0,1,39,17.5,0
F,Working,Secondary / secondary special,Married,Other,Sales staff,0,0,0,117000,-13494,-1281,0,0,0,2,37,3.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,90000,-11681,-1233,0,0,0,2.807070904,32,3.192929096,0
M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,0,270000,-16896,-248,0,0,0,2,46,0.5,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Waiters/barmen staff,0,0,0,90000,-11639,-3333,1,0,0,2,32,9,0
F,Working,Higher education,Married,Other,High skill tech staff,0,1,1,157500,-11062,-453,0,0,0,3,30,1.167805227,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,0,0,112500,-19711,-1560,0,0,0,2,53,4.064423595,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,180000,-19450,-1833,0,0,0,2,53,4.856537224,0
F,Working,Secondary / secondary special,Married,House / apartment,Drivers,0,1,0,180000,-18451,-2010,0,0,0,1.701169862,50,5.551754792,0
F,State servant,Higher education,Married,House / apartment,Accountants,0,0,0,121500,-22014,-5239,1,0,0,2,60,14.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Secretaries,0,0,0,90000,-16553,-3309,0,0,0,2.875854411,45,9,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,1,67619.046,-11088,-982,0,0,0,3,30,2.5,0
M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,0,270000,-16896,-248,0,0,0,2,46,0.5,0
M,Commercial associate,Higher education,Married,House / apartment,Managers,0,0,0,360000,-10229,-573,0,0,0,1.38051771,28,1.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,0,0,157500,-17223,-3605,0,0,0,2,47,10,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,0,0,0,135000,-9770,-593,0,0,0,1.427588695,26,1.713794348,0
M,Working,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,0,0,0,81000,-14211,-158,1,0,0,2,39,0.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,135000,-10953,-2683,0,0,0,3.846934884,30,7.423467442,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,157500,-15468,-2252,0,0,0,2.949613172,42,5.962209879,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,90000,-16170,-939,0,0,0,2,44,2.419498664,0
M,Commercial associate,Higher education,Married,House / apartment,Laborers,0,0,0,225000,-10521,-1798,0,0,0,1.03425395,29,4.988582017,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,0,1,225000,-14675,-2277,0,0,0,1.29630022,40,6.14815011,0
F,Working,Secondary / secondary special,Married,House / apartment,Security staff,0,1,2,135000,-12903,-4439,0,0,0,4,35,12,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,1,1,225000,-11294,-1077,0,0,0,3,31,3,0
F,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,0,1,0,126000,-20473,-1643,1,0,0,1.765026595,55,4.647539893,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1,1,1,112500,-11547,-718,0,0,0,3,31,1.852435505,0
M,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,216000,-19150,-7415,0,0,1,2,52,20.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,0,225000,-19930,-3208,0,0,0,2,54,8.773215158,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,0,1,405000,-12675,-1328,0,0,0,3,35,3.5,0
F,Commercial associate,Higher education,Married,House / apartment,Accountants,0,1,2,99000,-12752,-433,0,1,0,4,35,1,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,135000,-15148,-3446,0,0,0,2,41,9.5,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0,0,0,450000,-14107,-1829,0,0,0,2.281546053,38,5.218453947,0
F,Working,Higher education,Married,House / apartment,Laborers,0,1,0,180000,-16657,-663,0,0,0,2.725280942,45,1.637359529,0
M,Working,Secondary / secondary special,Married,House / apartment,Managers,0,0,0,315000,-20412,-891,0,0,0,1.820744388,55,2.268883418,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,0,2,108000,-13596,-1323,1,1,0,4,37,3.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0,1,1,112500,-14908,-868,0,0,0,2,41,2.5,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,1,315000,-12222,-1601,0,0,0,3.206892636,33,4.293107364,0
M,Commercial associate,Higher education,Married,House / apartment,Laborers,0,0,0,225000,-10523,-1873,0,0,0,1.263430057,29,5.197572543,0
M,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,216000,-19150,-7415,0,0,1,2,52,20.5,0
F,Working,Higher education,Single / not married,House / apartment,Core staff,0,1,0,225000,-21295,-12619,0,0,0,1,58,34.76999471,0
M,Working,Higher education,Single / not married,House / apartment,Managers,1,0,1,180000,-14883,-6221,0,1,0,2,41,17,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,0,0,405000,-12969,-1000,0,0,0,2.709954468,35,2.629863404,0
F,Commercial associate,Higher education,Married,House / apartment,Accountants,0,1,2,99000,-12752,-433,0,1,0,4,35,1,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,0,0,180000,-20257,-710,0,1,0,2,55,1.836351497,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,0,0,0,180000,-10993,-1831,0,0,0,2,30,5.101659301,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,0,0,135000,-15265,-2148,0,0,0,2,42,5.749532101,0
F,State servant,Secondary / secondary special,Single / not married,House / apartment,Security staff,0,0,0,112500,-18517,-5767,0,0,0,1,50,15.81243705,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,0,0,180000,-11398,-2167,0,0,0,2,31,5.785872992,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,1,121500,-12845,-545,1,0,0,3,35,1.417924058,0
F,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,0,0,315000,-16579,-5097,0,0,0,2,45,14.09391294,0
F,Working,Secondary / secondary special,Married,Other,Core staff,0,0,0,135000,-9820,-522,0,0,0,1.036470314,27,1.506078386,0
F,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0,1,0,247500,-11984,-2043,0,0,1,1,33,5.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,139569.9783,-9042,-166,0,0,0,1.103671598,25,0.5259179,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,202500,-13229,-2624,0,0,0,1.451141335,36,7.274429333,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,135000,-15582,-601,0,0,0,1.712367271,42,1.856183635,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,0,1,0,225000,-17282,-8400,0,0,0,2,47,22.8804947,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,0,1,0,112500,-20103,-555,0,0,0,2,55,1.5,0
F,Working,Secondary / secondary special,Married,House / apartment,IT staff,0,1,0,103500,-10396,-564,0,0,1,2,28,1.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,0,171000,-22083,-7245,0,0,0,2,60,19.82007564,0
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,0,0,306000,-18713,-7128,0,0,0,2,51,19.35683528,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,0,0,112500,-16215,-3567,0,0,0,2,44,10,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,0,0,157500,-19200,-11951,0,0,0,1,53,32.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Managers,1,0,0,315000,-20718,-1089,0,0,0,2,56,2.86496063,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,157500,-14326,-3602,0,0,0,3,39,9.928483351,0
M,Commercial associate,Incomplete higher,Single / not married,House / apartment,Laborers,1,1,0,315000,-9789,-1413,0,0,0,1.43276688,26,4,0
F,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,1,0,0,135000,-18890,-6634,0,0,0,2.314556117,51,18.18544388,0
F,Working,Higher education,Civil marriage,House / apartment,Sales staff,0,0,0,202500,-8902,-1080,0,0,0,1.332456157,23,3,0
F,Commercial associate,Academic degree,Married,House / apartment,Sales staff,0,1,1,270000,-11962,-1420,0,0,0,3.943414344,33,3.915121516,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,225000,-15985,-7494,1,0,0,2.626078953,43,20.56088157,0
M,Working,Secondary / secondary special,Married,Other,Sales staff,0,0,0,180000,-10267,-2593,1,0,0,1,28,7,0
M,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,0,1,0,315000,-10554,-867,0,0,0,1.358265603,29,2.395664007,0
F,State servant,Higher education,Married,House / apartment,Core staff,0,1,1,268521.6562,-10613,-2669,0,0,0,3,29,7.335739574,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,270000,-18760,-1526,0,1,0,2.632282154,51,4.367717846,0
F,State servant,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,360000,-19035,-10101,0,0,0,1.801007861,52,27.50503931,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,1,45000,-15616,-1057,1,0,0,3,43,3,0
F,Commercial associate,Secondary / secondary special,Separated,Other,Sales staff,0,0,0,270000,-16577,-758,0,0,0,2,45,2.124530101,0
M,Commercial associate,Secondary / secondary special,Separated,House / apartment,Drivers,1,1,0,225000,-15317,-1656,0,0,0,2,42,4.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,1,135000,-10000,-1779,0,0,0,3,27,5,0
